mean_x_acc,var_x_acc,mean_y_acc,var_y_acc,mean_z_acc,var_z_acc,mean_x_gyro,var_x_gyro,mean_y_gyro,var_y_gyro,mean_z_gyro,var_z_gyro,fft_X_Acc_max,fft_X_Acc_mean,fft_Y_Acc_max,fft_Y_Acc_mean,fft_Z_Acc_max,fft_Z_Acc_mean,fft_X_Gyro_max,fft_X_Gyro_mean,fft_Y_Gyro_max,fft_Y_Gyro_mean,fft_Z_Gyro_max,fft_Z_Gyro_mean
0.4596366505864108,0.017306009499656085,0.5823875117578007,0.02788006578923103,0.5046170486473341,0.009367340007024503,0.44906385619401457,0.010553643278789977,0.30660601343579436,0.00852391662705894,0.5091697865186028,0.028223975128402534,82.73459710555395,2.470408224134448,104.82975211640412,2.9599060639107937,90.83106875652014,2.093892685165768,80.83149411492263,2.0915990462459217,55.18908241844299,1.6674546875632477,91.6505615733485,2.348269288243375
0.51126751639283,0.016156455977972176,0.5931576901301038,0.018025506741800017,0.5100822267279246,0.005003986150636634,0.4487643162105615,0.004304352309437847,0.30015272887642885,0.004692390530305138,0.5078622690193413,0.011336421560398333,92.53942046710226,2.439113332941631,107.36154191354876,2.5322569511927147,92.32488303775435,1.7850613387591068,81.22634123411169,1.6861591859090785,54.327643926633634,1.3651856514340257,91.92307069250079,1.9387543068311608
0.4913474197050522,0.019725432785457374,0.5599302426445641,0.017177182653376807,0.5024892609806241,0.005916274414860692,0.4542538053856414,0.005895741006014699,0.3032073219473513,0.005526961025097767,0.5422389700284598,0.020675493992462192,89.4252303863195,2.4710025244003937,101.90730416131068,2.608074250746081,91.45304549847359,1.852696340708751,82.67419258018676,1.8024389761385555,55.18373259441793,1.391022811900184,98.68749254517968,1.9449875026683163
0.47939617651084043,0.018359769079540487,0.5470976058651708,0.024681388191108627,0.5011844293708783,0.009363476266091046,0.4532283262396893,0.010526807427881351,0.3048454570991398,0.006790352935891092,0.5659831953043769,0.008279921090380036,86.7707079484621,2.3502674289072423,99.02466666159596,2.670946841196085,90.71438171612903,2.1016353047959737,82.03432704938375,2.068280732516536,55.17702773494431,1.4882349036848352,102.44295835009225,1.8829145206404234
0.484242381243742,0.02028090416851379,0.559351996857704,0.020557939155179117,0.5007707197701954,0.008283714260600374,0.450894192135856,0.01034340715105456,0.305996377813722,0.005756119789685061,0.503351581471694,0.007087796192622254,87.64787100511727,2.5041940406066368,101.24271143124442,2.6408198453520546,90.63950027840536,2.0451480908755153,81.61184877658995,2.039413546275689,55.385344384283684,1.449284662128275,91.10663624637661,1.7494176099282706
0.4769160388065476,0.02548774092803971,0.5448120672919681,0.036916106821900246,0.502199110354787,0.01486918456620992,0.45236614203510833,0.022237064544006084,0.2967944628721394,0.008692722491882736,0.5509814498617706,0.007867558978854642,86.79871906279166,2.866083671691433,99.15579624713818,3.3382681086913855,91.40023808457124,2.387939466543988,82.33063785038973,2.5674384131821677,54.016592242729374,1.6317155033379604,100.27862387484222,2.0769126759777063
0.4843295694237514,0.015823910492832334,0.5324671624487064,0.02082781623063997,0.5003174425589856,0.012948420138582906,0.4597731881134263,0.01605457026578473,0.3238633142666765,0.009612116724319036,0.5702910443077815,0.06500970119267793,87.663652065699,2.467312965263109,96.37655640321584,2.773517775545721,90.55745710317638,2.33512324087015,83.21894704853014,2.40763294522418,58.61925988226843,1.7203088194538398,103.22267901970844,2.81244482539748
0.4876091726707079,0.01649748601741299,0.5624805513288803,0.033558193052663096,0.4975115367518924,0.00738031173875474,0.45382691127464847,0.006376190864377184,0.2961304986169102,0.004568584464885066,0.4577183449153317,0.01768458476576734,88.25726025339813,2.413359878054278,101.80897979052736,3.035800186380932,90.04958815209255,1.9653809013802184,82.14267094071135,1.8314534763609553,53.59962024966075,1.2804267570586803,82.84702042967504,1.9825152915689024
0.4889552853248904,0.012420023016718958,0.5270679401603622,0.017745512356305698,0.502469040812177,0.006893701479915935,0.44979807746374056,0.007459866159117832,0.3019909085183316,0.0029222614563510696,0.5884571916897405,0.005585066756715196,88.98986192913006,2.2376330460664593,95.92636510918592,2.5280951005322017,91.44936542781623,1.9579532939097626,81.86325009840078,1.8507475667671007,54.96234535033636,1.2290874914160377,107.09920888753277,1.8366937222763156
0.43557229141857895,0.017797362880324633,0.5588230500341732,0.03786573655650291,0.5086383372846474,0.01576989212694801,0.4525440550917854,0.012648850354734094,0.31087827188543554,0.004422470613244794,0.6307286009506506,0.0029258245118443777,6.098012079860105,1.2439666217340133,7.823522700478424,1.715497381951872,7.120936721985062,1.3725858970560123,6.335616771284996,1.2310242759108179,4.352295806396097,0.8337168035288609,8.830200413309107,1.3958406776501573
