Timestamp, X_Acc, Y_Acc, Z_Acc, X_Gyro, Y_Gyro, Z_Gyro
56, -0.44205, 0.37095, 9.80895, -0.02363, 0, -0.03939
57, -0.43905, 0.37095, 9.81105, -0.09454, 0.21271, -0.03939
58, -0.468, 0.33195, 9.80895, -0.02363, 0.21271, -0.03939
59, -0.444, 0.34395, 9.792, -0.16544, 0.21271, -0.11029
60, -0.43005, 0.354, 9.828, -0.02363, 0.21271, -0.03939
61, -0.435, 0.34905, 9.82095, -0.09454, 0.28361, -0.03939
62, -0.45795, 0.363, 9.801, 0.11817, -0.14181, -0.03939
63, -0.46305, 0.35895, 9.813, 0.04727, 0, -0.03939
64, -0.47295, 0.34395, 9.82305, 0.81933, -1.40231, -0.03939
65, -0.399, 0.36105, 9.72705, -0.58298, 1.74895, 0.24422
66, -0.47505, 0.34395, 9.82995, -0.37027, 1.1187, 0.66177
67, -0.423, 0.07095, 9.801, -0.72479, 1.1187, 3.46639
68, -0.43695, 0.07395, 9.81795, -0.09454, -0.77206, 7.10611
69, -1.30395, 0.165, 9.81795, 1.52049, -5.87711, 16.89867
70, -0.34605, 0.33495, 9.79695, 1.65442, -6.57827, 36.29473
71, -0.28095, 0.519, 9.78705, -0.23635, -1.89076, 33.21436
72, -0.336, 0.378, 9.76305, -0.85872, 0.14181, 23.61875
73, -0.348, 0.73005, 9.79905, -0.29937, -0.77206, 14.24373
74, -0.31005, 0.85395, 9.80595, -0.7957, 1.53624, 2.89917
75, -0.40305, 0.35595, 9.80595, -0.16544, 0.28361, -0.11029
76, -0.39105, 0.375, 9.80895, -0.44118, 1.0478, -0.03939
77, -0.387, 0.37995, 9.82305, -0.23635, 0.48845, -0.03939
78, -0.432, 0.37995, 9.81105, -0.02363, 0.0709, -0.03939
79, -0.40305, 0.402, 9.78495, 0.18908, -0.41754, -0.11029
80, -0.40305, 0.35595, 9.83505, 0.39391, -0.77206, -0.11029
81, -0.40605, 0.36795, 9.801, 0.60662, -0.91387, -0.03939
82, -0.40605, 0.36795, 9.801, 0.11817, 0.41754, -0.03939
83, -0.37695, 0.39705, 9.79005, -0.02363, 0.84296, -0.03939
84, -0.387, 0.339, 9.816, -0.51208, 2.37921, -0.03939
85, -0.432, 0.342, 9.849, -0.09454, 1.1187, 0.03151
86, -0.40305, 0.402, 9.78, -0.23635, 1.67805, 0.24422
87, -0.80805, -0.22695, 9.87795, 0.96114, -2.10347, 12.77051
88, -0.34605, 0.294, 9.94305, 1.79622, -5.11293, 25.43861
89, -0.29595, 1.05795, 9.588, 4.87659, -10.70643, 25.16287
90, -0.29595, 1.05795, 9.588, 5.50684, -12.95171, 29.92129
91, -0.33405, 0.45405, 9.77295, 2.63919, -5.74319, 35.59357
92, -0.288, 0.42105, 9.52605, 0.18908, 1.1187, 0.87448
93, -0.23805, 0.52095, 9.675, -6.4601, 13.51106, 0.10242
94, -0.23805, 0.52095, 9.675, -12.13238, 20.01843, 1.43383
95, -0.91095, -0.07095, 9.74595, -17.66286, 14.07041, 12.35297
96, -0.18795, 0.579, 9.912, -16.40235, 1.46534, 9.61924
97, -0.57105, 0.663, 9.71295, -19.82935, -2.66282, 9.54834
98, -1.00395, 0.31995, 9.91605, -32.43443, -38.91816, 34.6088
99, -0.58305, 0.23595, 9.852, -46.29213, -76.08736, 39.02057
100, -2.47695, 1.065, 9.38505, -50.97964, -82.80744, 45.46492
101, -2.47695, 1.065, 9.38505, -55.1078, -34.71909, 66.46024
102, -1.18605, -0.12195, 9.86595, -56.16347, -47.74171, 79.68769
103, 1.93005, -0.519, 10.101, -44.33046, -135.86691, 94.45926
104, 1.15695, -1.21095, 10.00005, -38.65818, -220.07668, 112.16938
105, 2.13105, -0.89505, 9.42105, -56.51011, -233.09927, 108.9472
106, 2.907, -1.09905, 12.50895, -60.14982, -229.8062, 95.57795
107, 2.49705, -2.25495, 10.53405, -58.32997, -279.08417, 100.69089
108, 2.49705, -2.25495, 10.53405, -46.63876, -305.75964, 114.61949
109, 4.79805, -2.33205, 10.42605, -28.23536, -312.26703, 109.57746
110, 6.19695, -2.559, 8.23605, -26.27369, -286.71811, 93.829
111, 7.15695, -3.01395, 7.10595, -36.34987, -248.70593, 76.89094
112, 9.16095, -3.86205, 5.832, -42.92815, -248.84775, 69.82422
113, 11.337, -3.85695, 4.67295, -66.66507, -274.60938, 53.57943
114, 12.987, -6.05205, 6.74895, -85.42299, -281.8179, 42.58939
115, 14.09805, -6.91695, 10.48905, -68.61886, -248.91866, 11.99845
116, 14.09805, -6.91695, 10.48905, -33.82886, -194.24414, -8.57933
117, 12.02895, -6.41595, 10.22805, -4.00999, -154.20729, -11.10034
118, 11.78505, -6.06195, 8.307, 10.12345, -168.62434, -4.79781
119, 15.57705, -7.08705, 7.18695, 30.28368, -177.73151, -24.88714
120, 15.86205, -5.98305, 4.75695, 30.4964, -161.21098, -49.10463
121, 14.16195, -5.22105, 3.21, 8.72901, -130.96669, -72.1404
122, 15.132, -4.362, 3.564, -7.30306, -124.38843, -83.89462
123, 15.132, -4.362, 3.564, -13.81043, -121.59167, -104.19667
124, 15.74505, -6.70395, 5.619, 3.68698, -97.72082, -137.79706
125, 14.127, -4.26105, 5.655, 14.96064, -79.38044, -157.18524
126, 12.252, -3.04995, 5.82705, 26.43914, -53.27218, -180.56764
127, 10.55205, -3.543, 7.04595, 51.21598, -35.49115, -192.18794
128, 10.53, -2.79795, 6.11205, 85.58844, -31.07938, -205.41541
129, 10.803, -2.49195, 4.61505, 98.04382, -40.10776, -223.05463
130, 9.297, -3.47595, 4.16805, 92.44244, 17.56832, -225.85136
131, 9.297, -3.47595, 4.16805, 98.46924, 40.39138, -234.3204
132, 7.44405, -1.75005, 3.14295, 104.48817, 41.92762, -227.67123
133, 4.434, -0.67695, 1.90005, 101.05328, 22.25583, -209.19691
134, 4.57605, 0.177, 2.712, 98.95769, 15.74846, -199.67221
135, 6.69495, 0.864, 4.14105, 113.72926, 58.30633, -233.55621
136, 3.165, -0.39, 1.68195, 150.19731, 112.20877, -289.34155
137, -2.24895, 0.555, -0.23205, 137.24559, 9.02838, -203.45372
138, -4.701, 2.27895, 0.27, 127.58697, -2.03257, -145.77765
139, 1.33395, 3.27495, 0.09495, 136.75714, 54.31998, -135.55179
140, 2.35905, 3.90495, -1.72605, 130.31281, 73.92086, -150.11853
141, -0.63105, 4.482, -2.466, 101.33689, 75.66982, -152.21411
142, -1.86405, 4.932, -2.62605, 87.75494, 60.3389, -115.67517
143, 0.88905, 5.24295, -2.67705, 78.51384, 56.841, -102.65255
144, 0.54105, 6.76305, -3.02895, 72.63673, 65.86938, -105.38628
145, 1.272, 6.435, -3.09795, 72.00647, 72.23494, -91.10315
146, 1.70505, 7.38795, -3.957, 59.33838, 79.51437, -72.90458
147, 2.89005, 9.38295, -6.048, 3.9706, 54.95023, -73.46393
148, 0.11505, 8.961, -3.37305, -31.44965, 35.56206, -52.61042
149, 1.68795, 9.783, -2.91405, -38.45335, 21.76738, -27.47906
150, 4.20195, 10.764, -2.37, -48.52953, 19.87662, -40.6356
151, 4.16595, 10.041, -0.53805, -38.9418, 27.15605, -53.86304
152, 2.1, 10.647, 0.13095, -28.09355, 25.96645, -53.3746
153, 0.927, 10.71195, -0.28905, -0.65389, 2.3083, -29.36982
154, 1.88205, 11.49, -0.73695, 0.18908, -9.4538, -20.61717
155, 2.64795, 12.10995, -0.57195, -4.78205, 0.63025, -27.75479
156, 2.13105, 10.49805, -0.177, 12.71537, 13.71589, -46.79633
157, -0.07995, 11.17395, -2.81295, -7.72061, 7.49214, -35.31784
158, -0.05895, 10.25205, -1.743, -19.48271, -8.12239, -25.44649
159, -0.09195, 10.16595, -1.02405, -18.99427, -11.5494, -21.17652
160, -0.303, 10.242, -0.996, -21.79102, -11.27366, -21.10562
161, -0.945, 10.06695, -0.17505, -17.52105, -0.0709, -10.47009
162, -1.36605, 9.711, -0.36405, -11.36032, -9.72954, 4.71902
163, 0.34995, 9.76305, -0.198, -1.63078, -3.00946, 6.60978
164, 0.225, 9.92595, -0.95505, -0.23635, 6.57827, 1.78047
165, 0.28305, 9.80595, -0.59595, -3.93909, -3.22217, 3.11188
166, 0.61305, 9.732, -0.024, 6.2789, 0.77206, 2.82826
167, 0.67995, 9.897, -0.261, 9.7059, -1.74895, 2.62343
168, 0.85305, 9.85905, -0.31305, 12.57356, -0.28361, -1.57563
169, 0.80505, 9.912, -0.591, 13.90497, 3.00946, -5.56987
170, 0.80505, 9.912, -0.591, 11.88028, 9.51683, -8.65023
171, 0.37095, 9.759, -0.60105, 12.29782, 13.08564, -10.25738
172, -0.147, 9.624, -0.615, 13.70014, 16.0242, -8.57933
173, -0.39405, 9.62895, -1.02, 13.70014, 14.34615, -1.4417
174, -0.37005, 9.50205, -1.50105, 10.19435, 7.20853, 4.58509
175, -0.05895, 9.78, -1.81005, 1.79622, -4.69539, 9.41441
176, 0.345, 9.70395, -0.82605, -6.04256, -7.56304, 6.53888
177, 0.13905, 9.57705, -0.804, -5.62501, 2.79675, 0.66177
178, -0.16605, 9.61995, -1.29705, -9.89498, 0.90599, 1.63866
179, -0.15405, 10.10595, -1.338, -18.36401, -5.60138, 3.04097
180, -0.14505, 9.78495, -0.14805, -19.69543, -7.1455, 3.11188
181, -0.49005, 9.615, 0.471, -13.25108, -5.88499, 3.81303
182, -0.26205, 9.687, 0.258, -3.30883, -2.03257, 4.86083
183, -0.26205, 9.687, 0.258, 0.39391, -0.77206, 3.60032
184, 0.11805, 9.852, -0.294, 0.46481, -2.52101, 1.15021
185, 0.051, 9.86895, -0.378, 0.39391, -4.48268, 1.15021
186, -0.01605, 9.61305, -0.165, 4.38814, -5.18384, 2.48162
187, 0.19695, 9.60105, -0.40695, 6.76735, -1.89076, 1.50473
188, 0.498, 9.756, -0.82605, 5.79045, 2.72585, -2.34769
189, 0.20895, 9.579, -1.19895, 2.42648, 2.45011, -3.95484
190, -0.00105, 9.78705, -1.056, -4.2936, -2.45011, -1.64654
191, -0.00105, 9.78705, -1.056, -7.01945, -4.41178, 1.22112
192, 0.22095, 9.57705, -0.57, -5.90075, -1.67805, 1.56776
193, 0.61605, 9.58095, -0.56205, -5.55411, -0.77206, -0.03939
194, 0.49095, 9.816, -0.67995, -7.51577, 0.90599, -1.93015
195, 0.32805, 9.747, -0.546, -11.43122, -2.37921, -2.90704
196, 0.13695, 9.66795, -0.10995, -10.94278, -4.05726, -2.06408
197, 0.12705, 9.723, 0.04005, -7.72061, -4.19906, -0.38603
198, 0.12705, 9.723, 0.04005, -4.64024, -6.37344, 1.50473
199, 0.14895, 9.80205, 0.06405, -2.47375, -6.37344, 2.76524
200, 0.24405, 9.87405, -0.08805, -2.33194, -5.81409, 1.50473
201, 0.21105, 9.936, -0.06405, -1.9144, -1.89076, -0.66964
202, 0.20595, 9.84, -0.021, -1.14233, 0.27574, -1.4417
203, 0.05805, 9.77505, -0.18195, 0.53572, -0.77206, -1.57563
204, -0.07305, 9.79695, -0.37305, 0.53572, -4.90022, 1.29202
205, -0.07305, 9.79695, -0.37305, -0.02363, -6.93279, 3.45852
206, 0.16995, 9.852, -0.26505, 0.53572, -2.03257, 2.48162
207, 0.39, 9.84195, -0.366, 0.46481, 0.70116, 0.03151
208, 0.61605, 9.72, -0.34905, 1.16597, 1.53624, -2.69433
209, 0.31095, 9.67995, -0.55305, 0.39391, -1.26051, -3.46639
210, 0.24195, 9.735, -0.40695, -2.54465, -2.52101, -4.23846
211, 0.321, 9.70095, -0.17505, -3.1749, 0.21271, -4.38026
212, 0.24195, 9.72495, -0.258, -2.0562, 0.27574, -4.30936
213, 0.24195, 9.72495, -0.258, -1.84349, -2.3083, -3.11976
214, -0.12105, 9.73905, -0.13905, -0.85872, -2.52101, -0.59874
215, -0.25995, 9.627, -0.03105, 0.60662, 0.34664, 0.73267
216, -0.174, 9.708, -0.33495, 0.46481, 1.74895, 1.78047
217, -0.02805, 9.723, -0.57405, -1.28414, -0.0709, 2.55253
218, -0.099, 9.663, -0.59805, -4.50631, -3.92333, 5.97953
219, 0.048, 9.80205, -0.46905, -8.63447, -1.1896, 7.38184
220, 0.31095, 9.759, -0.495, -11.64394, -2.86765, 8.42964
221, 0.61095, 9.885, -0.14595, -16.61506, -5.74319, 7.03521
222, 0.73305, 9.85905, 0.363, -14.36978, -7.83878, 4.78993
223, 0.606, 9.90705, 0.72195, -10.65916, -7.83878, 2.76524
224, 0.49095, 9.783, 0.957, -4.50631, -6.44434, 0.73267
225, 0.49095, 9.783, 0.957, 1.72532, -2.66282, -0.94538
226, 0.29205, 9.699, 0.768, 7.88605, -0.77206, -1.08719
227, 0.345, 9.72495, 0.43305, 11.38396, -1.1187, -1.78834
228, 0.28005, 9.615, -0.00705, 12.57356, -2.17437, -2.83614
229, 0.16305, 9.79005, -0.261, 11.73847, -2.10347, -2.90704
230, 0.32805, 9.71295, -0.309, 10.89551, -2.66282, -3.89182
231, 0.32595, 9.84495, -0.37605, 10.19435, -6.93279, -3.32459
232, 0.237, 9.92895, -0.25095, 9.28836, -4.06514, -0.94538
233, 0.141, 9.93795, -0.17505, 9.35927, -3.99423, 1.00841
234, 0.048, 10.02195, -0.24195, 8.72901, -4.62449, 2.19801
235, 0.32295, 10.00995, -0.072, 8.93384, -3.43488, 1.99318
236, 0.15105, 10.05105, -0.00495, 10.19435, -3.22217, 1.22112
237, 0.24405, 10.065, 0.138, 11.94331, -3.00946, 1.63866
238, 0.24405, 10.065, 0.138, 14.74793, -1.1896, 0.66177
239, 0.14595, 10.09095, 0.303, 20.69595, 1.96166, 1.29202
240, 0.156, 10.04595, 0.11205, 24.69018, 1.89076, 2.69433
241, 0.05805, 10.419, -0.08595, 25.95069, -2.17437, 4.44329
242, 0.33495, 10.632, 0.39705, 32.8756, 0.14181, 5.42018
243, 0.33105, 10.75905, 0.43695, 41.55734, 7.90968, 5.7747
244, 0.62295, 11.03505, 0.03495, 52.19287, 11.96694, 6.9643
245, 0.62295, 11.03505, 0.03495, 56.67555, 9.44593, 7.31094
246, 1.059, 11.43195, -0.072, 62.34783, 2.72585, 4.37238
247, 1.032, 11.391, 0.72195, 74.03904, 7.13762, 0.73267
248, -0.126, 11.18595, 0.91605, 93.84476, 23.72905, 0.03151
249, -0.612, 11.10705, 0.15495, 106.65466, 28.55836, 6.40495
250, 0.12495, 10.98, -0.66795, 118.06225, 9.87135, 18.71853
251, 0.924, 10.69995, -0.72, 125.34167, -12.60507, 26.98273
252, 1.45395, 10.85505, -0.34005, 131.92783, -22.96486, 32.08778
253, 1.45395, 10.85505, -0.34005, 149.63795, -14.21222, 21.38135
254, 1.932, 10.422, -0.51495, 166.57602, 0.34664, 8.57145
255, 2.05905, 9.67005, -1.815, 182.60809, 4.75841, -3.11976
256, 1.37205, 9.08595, -3.18405, 189.25728, -2.10347, -6.47586
257, 0.24195, 9.10005, -3.91905, 185.19214, -3.85242, -2.97795
258, -0.13005, 7.39095, -4.51305, 178.26723, 8.95748, 0.66177
259, 0.23505, 6.77295, -5.739, 181.83603, 5.17596, 6.40495
260, 0.23505, 6.77295, -5.739, 184.00253, -5.74319, 9.83196
261, 0.61995, 6.64605, -6.177, 184.07344, -2.17437, 4.23058
262, 1.164, 5.94705, -6.64605, 177.70787, -0.28361, -10.74582
263, 0.85695, 6.07905, -8.39595, 154.46727, -2.45011, -23.27999
264, 0.34305, 5.367, -9.44505, 129.82436, -7.1455, -26.99061
265, -0.576, 4.58205, -9.10005, 105.67776, -8.3351, -19.77421
266, -0.17595, 4.383, -9.321, 87.12468, -4.34087, -10.95853
267, 0.00495, 4.28295, -8.69295, 68.08314, -3.36398, -12.14814
268, 0.00495, 4.28295, -8.69295, 59.05476, -2.80463, -12.63658
269, -0.41805, 4.35495, -7.59405, 56.74646, -6.64918, -9.06777
270, -0.11805, 3.55005, -6.08805, 67.87831, -6.57827, -7.73636
271, -0.126, 3.20295, -6.177, 80.05796, -0.84296, -8.72113
272, -0.65205, 2.66895, -7.707, 87.68403, 5.17596, -5.64077
273, -0.825, 2.77905, -9.41895, 76.90669, 3.15127, 2.62343
274, -0.41295, 2.49, -9.55095, 55.62775, 3.08036, 7.59456
275, -0.15405, 2.31495, -9.237, 48.27742, -0.77206, 10.46221
276, 0.51705, 2.03895, -9.072, 42.53424, 7.69697, 5.97953
277, 0.81405, 2.13495, -9.414, 33.71857, 6.99581, 2.55253
278, 0.867, 1.88895, -9.01695, 28.259, 6.16073, 0.44906
279, 0.49605, 2.03895, -8.87505, 28.11719, 8.11452, -0.66964
280, 0.522, 1.90305, -9.18705, 26.71487, 5.24686, 4.44329
281, 0.79305, 1.956, -9.41205, 21.1844, -2.10347, 7.38184
282, 1.221, 2.15205, -9.38505, 18.31674, 0.70116, 1.43383
283, 1.06095, 1.79505, -9.285, 17.05624, 4.12816, -4.45117
284, 0.76905, 1.941, -9.64605, 12.43963, 1.67805, 0.73267
285, 0.879, 2.18805, -9.594, 4.31724, -1.96166, 1.99318
286, 1.09695, 2.334, -9.057, 5.29413, -2.93856, 1.22112
287, 0.88605, 2.61405, -9.20805, 6.98006, -2.17437, -1.15809
288, 0.88605, 2.61405, -9.20805, 7.95695, -2.3083, -1.4417
289, 0.68505, 2.59995, -9.25395, 8.5872, -3.15127, 1.63866
290, 0.45495, 2.62395, -9.246, 10.69068, -3.71062, 5.00264
291, 0.798, 2.667, -9.378, 12.29782, -3.15127, 5.49108
292, 0.963, 2.715, -9.519, 12.71537, -1.1896, 3.04097
293, 0.76905, 2.53005, -9.735, 12.92808, 2.1665, -1.22899
294, 0.31395, 2.89905, -9.792, 10.33616, 0.63025, -2.20589
295, 0.44805, 2.63295, -9.438, 7.4685, -1.1187, -0.94538
296, 0.44805, 2.63295, -9.438, 7.81514, 0.14181, -1.93015
297, 0.07005, 2.68095, -9.27495, 9.00475, 1.67805, 0.03151
298, 0.05295, 2.62095, -9.393, 9.14655, 0.90599, 2.06408
299, 0.21795, 2.71695, -9.258, 9.7059, 1.89076, 3.18278
300, 0.321, 2.35995, -9.13605, 13.48743, 3.63971, 3.45852
301, 0.44295, 2.42505, -9.71295, 14.53522, 3.22217, 5.14444
302, 0.711, 2.28405, -9.81405, 12.85717, 3.427, 5.56199
303, 0.711, 2.28405, -9.81405, 10.7537, 2.37921, 4.15967
304, 0.687, 2.11605, -9.76605, 10.33616, -1.89076, 5.00264
305, 0.89595, 2.06805, -9.53895, 10.61977, 0, 2.62343
306, 1.04895, 2.38905, -9.77595, 8.30359, -2.73372, 0.17332
307, 1.03695, 2.133, -8.964, 10.96641, -4.19906, -1.78834
308, 0.47895, 2.16195, -8.952, 17.8283, -3.85242, -2.20589
309, 0.25395, 1.88595, -9.04305, 21.46801, -4.26997, 0.94538
310, 0.55095, 1.905, -9.52905, 24.47747, -1.33141, 4.71902
311, 0.55095, 1.905, -9.52905, 24.40657, -3.08036, 4.30148
312, 1.02705, 2.08995, -9.855, 20.0657, -2.93856, -1.4417
313, 1.10595, 2.02305, -9.62505, 19.71906, -3.63971, -6.12922
314, 0.60105, 1.716, -9.462, 19.23061, -0.77206, -6.90128
315, 0.333, 1.35495, -9.94605, 18.66338, -0.70116, -4.93961
316, 0.31095, 1.74705, -10.20705, 16.28418, 1.53624, -0.66964
317, 0.10305, 1.896, -10.90095, 8.02785, -0.84296, 0.17332
318, 0.10305, 1.896, -10.90095, 0.96114, -3.08036, 2.89917
319, 0.252, 1.29495, -9.83505, 0.81933, -3.08036, 4.86083
320, 0.61095, 1.455, -9.426, 2.15074, -0.70116, 2.97007
321, 0.759, 1.63005, -9.45, 3.19854, 0.97689, -1.15809
322, 0.426, 1.51995, -9.852, 1.58351, 0.83509, -2.34769
323, -0.01605, 1.64205, -9.67305, -1.00053, -1.74895, 1.56776
324, 0.43605, 1.69695, -8.80395, 2.21377, -1.68593, 4.01787
325, 0.783, 1.563, -9.10305, 10.61977, 1.26051, 2.97007
326, 0.783, 1.563, -9.10305, 12.85717, 0.83509, 0.80357
327, 0.56295, 1.446, -9.82095, 10.26525, 0.83509, 0.66177
328, 0.52005, 1.24395, -9.78, 5.99529, -4.55358, 1.85137
329, 0.63195, 1.23705, -8.65305, 11.66757, -6.23163, 1.56776
330, 0.70695, 1.25595, -9.39, 20.42022, -5.38867, 0.17332
331, 0.96495, 1.266, -10.03395, 16.84353, -7.27943, -2.56041
332, 0.81405, 1.02705, -10.266, 11.66757, -4.97113, -2.63131
333, 0.558, 0.81105, -10.60395, 4.10453, -5.67228, -0.74055
334, 0.60105, 0.92805, -10.659, -2.40284, -9.24109, 0.17332
335, 0.774, 0.804, -10.24995, -9.89498, -11.6203, -0.87448
336, 0.32295, 0.82305, -9.77295, -11.36032, -8.2642, -1.15809
337, -0.291, 0.76605, -9.89805, -12.416, -1.40231, 1.85137
338, -0.291, 0.76605, -9.89805, -14.58249, 1.89076, 7.45275
339, -0.648, 0.708, -10.23105, -17.73376, 4.34087, 14.37766
340, -0.46995, 0.76095, -10.58505, -24.59565, 5.87711, 21.23955
341, -0.09, 1.25895, -9.94095, -28.6529, 5.31776, 24.39081
342, 0.024, 1.089, -9.00705, -25.28892, 14.48796, 25.30468
343, -0.684, 1.03095, -10.089, -22.98062, 27.99902, 27.95962
344, -2.06505, 0.28695, -11.79195, -33.48222, 49.20705, 42.58939
345, -2.06505, 0.28695, -11.79195, -48.25379, 70.27328, 60.1577
346, -3.04395, -0.59295, -12.642, -74.57475, 119.83484, 92.6394
347, -4.66305, -1.788, -11.70795, -91.44192, 162.81813, 126.52341
348, -3.36, -0.24105, -11.78895, -105.92987, 166.87538, 164.81131
349, -1.65105, -0.378, -10.69005, -119.15732, 168.69525, 185.80664
350, -0.13305, 0.28395, -9.82095, -130.50188, 168.62434, 203.80037
351, 0.34005, 0.71295, -7.92495, -135.11848, 172.61858, 219.76154
352, 0.34005, 0.71295, -7.92495, -132.952, 169.67215, 235.71483
353, 1.08, 0.73905, -5.39205, -124.75869, 192.14856, 255.24483
354, 1.45395, 0.58395, -4.017, -114.68251, 205.02148, 270.85934
355, 2.98095, -0.495, -4.44405, -113.00446, 194.03143, 293.95816
356, 6.01695, -1.47705, -5.004, -124.82961, 157.91791, 312.50336
357, 10.092, -2.20005, -3.69405, -139.53026, 130.05283, 310.19507
358, 12.49395, -1.23, -2.37, -142.12218, 149.02345, 271.06418
359, 11.13795, 0.04995, -2.025, -138.55336, 203.41434, 186.92532
360, 11.13795, 0.04995, -2.025, -141.00348, 231.06673, 136.94623
361, 8.54505, -0.651, -0.82605, -133.72406, 229.45168, 101.53385
362, 6.345, -0.16005, -0.309, -124.05753, 179.12595, 106.49709
363, 3.831, -2.217, 0.46095, -99.56431, 98.5559, 152.48985
364, 5.811, -2.45595, 0.04005, -81.08212, 73.56635, 168.38011
365, 7.59495, -2.60205, -1.479, -69.80846, 95.058, 152.07231
366, 10.05405, -2.73405, -2.808, -72.81792, 125.29441, 131.28183
367, 10.05405, -2.73405, -2.808, -83.94978, 134.81912, 101.80959
368, 11.34405, -2.451, -2.08005, -85.4939, 108.77389, 83.26437
369, 11.08095, -3.26295, -0.85905, -74.92139, 59.85046, 90.67773
370, 12.012, -2.89395, -0.76095, -61.76485, 14.70066, 94.9477
371, 13.485, -2.085, -0.93105, -58.12513, 7.62607, 75.84314
372, 14.20995, -2.001, -0.11505, -49.71913, 26.39187, 41.95913
373, 14.265, -1.716, 0.6, -35.58569, 41.22646, 15.57514
374, 12.97005, -1.29195, 0.04005, -16.54416, 43.47174, -11.93543
375, 12.97005, -1.29195, 0.04005, -7.37397, 30.03158, -19.14395
376, 11.148, -1.51005, -0.23895, 1.52049, 14.55886, -15.64604
377, 9.987, -2.03895, -0.474, 3.82879, 13.71589, -10.18647
