Timestamp, X_Acc, Y_Acc, Z_Acc, X_Gyro, Y_Gyro, Z_Gyro
306, 2.77995, 5.928, 5.81295, 0.05515, -21.09774, 1.71744
307, 3.32295, 5.02695, 6.44505, -10.02891, -25.99796, 0.45693
308, 3.32295, 5.02695, 6.44505, -11.63606, -24.87926, 0.88235
309, 2.61, 4.86195, 8.025, -4.91598, -17.80466, 6.34193
310, 3.30705, 5.43195, 7.22805, -5.12869, -17.80466, 3.19066
311, 2.646, 5.70495, 5.76705, -17.02472, -17.87557, 2.07196
312, 3.76605, 6.09105, 4.539, -33.89977, -10.73795, -3.25368
313, 3.924, 5.89395, 5.21595, -55.31263, -7.09823, -11.85664
314, 3.11295, 5.073, 6.83505, -62.87568, -7.79939, -15.50424
315, 3.09405, 4.8, 8.00295, -60.21285, -5.97953, -11.92755
316, 3.204, 4.683, 8.16105, -53.91819, -7.09823, -12.98322
317, 2.99505, 4.87695, 7.881, -49.50642, -11.57303, -13.81831
318, 3.048, 4.82895, 8.346, -48.1041, -5.62501, -12.4869
319, 3.441, 4.893, 10.43595, -35.15239, -8.21693, -14.59037
320, 3.05295, 5.205, 10.82595, -14.08617, 3.89182, -7.31094
321, 3.51495, 4.73805, 9.816, -7.78363, 34.69546, 2.90704
322, 3.40995, 4.704, 8.50095, -17.58407, 40.15503, 7.31882
323, 3.03105, 4.29495, 8.736, -12.68385, 28.81046, 9.28048
324, 3.07005, 4.62, 9.174, 0.25998, 6.06619, 6.83037
325, 1.97805, 4.98705, 9.31095, 9.08353, 2.56828, 9.28048
326, 1.92795, 4.482, 7.812, 10.55675, 3.12763, 24.6114
327, 1.92795, 4.482, 7.812, 7.61031, -5.83772, 32.37928
328, 5.136, 3.61995, 7.74705, 2.43435, -2.40284, 2.77312
329, 5.56905, 3.70305, 8.69805, 3.62396, -0.02363, -15.70907
330, 2.289, 5.72205, 9.54105, 10.61977, 1.79622, -7.09823
331, 1.89705, 4.77795, 8.523, 14.5431, -3.1749, 3.19066
332, 3.17295, 5.56395, 9.01095, 12.93596, -24.1072, 15.64604
333, 5.45895, 5.38395, 8.78205, 22.31098, -44.40136, 1.64654
334, 5.45895, 5.38395, 8.78205, 33.09619, -83.3274, -4.78993
335, 5.08605, 6.42105, 9.315, 47.30053, -139.60117, -7.09823
336, 5.77005, 6.423, 9.45195, 61.72546, -198.89227, -6.39707
337, 6.79005, 6.54795, 9.12405, 64.30949, -223.81091, -7.09823
338, 9.18195, 8.61195, 8.97105, 61.85939, -233.68227, -14.93701
339, 11.19105, 9.387, 8.22795, 47.78897, -249.91916, -42.37667
340, 10.86105, 8.82495, 8.38395, 37.29525, -305.01123, -58.33785
341, 12.759, 9.411, 8.145, 49.54581, -376.12744, -84.94243
342, 12.759, 9.411, 8.145, 62.143, -441.9259, -117.77075
343, 12.92205, 9.33705, 7.74195, 83.98129, -507.09418, -162.2903
