SrNo, Timestamp, X_Acc, Y_Acc, Z_Acc, X_Gyro, Y_Gyro, Z_Gyro 
24, 1737991823405, 0.29805, 2.48205, 9.468, 4.81356, 0.20483, -0.89023
25, 1737991823416, 0.29805, 2.48205, 9.468, 3.76576, 0.62238, -0.96114
26, 1737991823427, 0.32205, 2.58795, 9.39405, 2.57616, 0.62238, -0.96114
27, 1737991823438, 0.32205, 2.58795, 9.39405, 1.59139, -0.00788, -1.31565
28, 1737991823449, 0.36705, 2.63295, 9.41805, 1.10294, -0.85084, -1.8041
29, 1737991823460, 0.36705, 2.63295, 9.41805, 0.6854, -1.552, -1.875
30, 1737991823471, 0.34305, 2.592, 9.36795, 0.05515, -1.12658, -1.8041
31, 1737991823482, 0.384, 2.61195, 9.456, -0.08666, -0.49632, -1.875
32, 1737991823493, 0.384, 2.61195, 9.456, -0.44118, 0.20483, -2.00893
33, 1737991823504, 0.243, 2.55405, 9.507, -0.71691, 1.59927, -1.44958
34, 1737991823515, 0.243, 2.55405, 9.507, -0.22847, 2.08771, -0.6145
35, 1737991823527, 0.23295, 2.51595, 9.75105, 0.6145, 1.88288, 0.22847
36, 1737991823536, 0.23295, 2.51595, 9.75105, 1.59139, 1.46534, 0.37027
37, 1737991823546, 0.30705, 2.54205, 9.66, 2.15074, 0.83509, 0.37027
38, 1737991823557, 0.26205, 2.547, 9.411, 1.94591, -0.07878, 0.57511
39, 1737991823573, 0.26205, 2.547, 9.411, 0.74843, -0.29149, 1.07143
40, 1737991823582, 0.30195, 2.571, 9.48, -0.01576, 0.26786, 1.34717
41, 1737991823593, 0.30195, 2.571, 9.48, -0.22847, 1.03992, 1.55988
42, 1737991823604, 0.35505, 2.59995, 9.672, -0.08666, 2.51314, 1.41807
43, 1737991823615, 0.34305, 2.54895, 9.741, 1.03204, 4.96325, 1.13446
44, 1737991823624, 0.34305, 2.54895, 9.741, 1.44958, 5.5226, 0.85872
45, 1737991823635, 0.26895, 2.59995, 9.408, 2.00893, 5.86924, 0.22847
46, 1737991823649, 0.26895, 2.59995, 9.408, 1.59139, 4.04938, -0.25998
47, 1737991823658, 0.20205, 2.607, 9.315, 1.37868, 3.49003, -0.40179
48, 1737991823670, 0.20205, 2.607, 9.315, 0.6854, 0.96901, -0.47269
49, 1737991823681, 0.159, 2.59995, 9.31005, 0.05515, -0.70904, -0.47269
50, 1737991823691, 0.159, 2.59995, 9.31005, -0.37027, -1.12658, -0.40179
51, 1737991823702, 0.28995, 2.62095, 9.351, -1.07143, -0.29149, -0.40179
52, 1737991823713, 0.28995, 2.62095, 9.351, -1.34717, 0.48057, -0.47269
53, 1737991823724, 0.28995, 2.62095, 9.351, -1.34717, 0.62238, -0.54359
54, 1737991823738, 0.23295, 2.50095, 9.48705, -0.08666, 0.48057, -0.74843
55, 1737991823746, 0.23295, 2.50095, 9.48705, 0.96114, 0.33876, -0.6145
56, 1737991823757, 0.21405, 2.52105, 9.44895, 1.8041, -0.22059, -0.40179
57, 1737991823768, 0.26205, 2.59995, 9.37995, 2.00893, -0.77994, -0.25998
58, 1737991823779, 0.26205, 2.59995, 9.37995, 1.66229, -1.33929, -0.47269
59, 1737991823790, 0.24, 2.55195, 9.447, 0.81933, -1.552, -0.47269
60, 1737991823806, 0.24, 2.55195, 9.447, -0.22847, -0.77994, -0.18908
61, 1737991823814, 0.29505, 2.595, 9.53295, -0.78782, -0.42542, -0.40179
62, 1737991823832, 0.29505, 2.595, 9.53295, -1.27626, -0.63813, -0.47269
63, 1737991823847, 0.228, 2.59695, 9.52995, -0.92962, 0.33876, 0.44118
64, 1737991823858, 0.228, 2.59695, 9.52995, -0.57511, 0.89811, 0.71691
65, 1737991823869, 0.255, 2.619, 9.597, 0.47269, 1.32353, 0.78782
66, 1737991823880, 0.255, 2.619, 9.597, 1.66229, 1.67017, 0.78782
67, 1737991823891, 0.27405, 2.63295, 9.54, 2.71009, 1.95379, 0.44118
68, 1737991823902, 0.23805, 2.712, 9.39195, 3.76576, 1.25263, -0.47269
69, 1737991823913, 0.23805, 2.712, 9.39195, 3.9706, -0.00788, -0.96114
70, 1737991823924, 0.132, 2.61195, 9.423, 3.76576, -1.05567, -0.81933
71, 1737991823935, 0.132, 2.61195, 9.423, 3.41125, -1.89864, -0.6145
72, 1737991823946, 0.159, 2.62305, 9.46605, 2.78099, -2.38709, 0.08666
73, 1737991823957, 0.159, 2.62305, 9.46605, 2.36345, -2.24528, 0.29937
74, 1737991823968, 0.243, 2.73405, 9.396, 1.59139, -2.17437, 0.22847
75, 1737991823980, 0.255, 2.71905, 9.52095, 0.74843, -1.96954, 0.37027
76, 1737991823990, 0.255, 2.71905, 9.52095, 1.10294, -1.33929, 0.37027
77, 1737991824001, 0.26205, 2.71395, 9.66705, 2.07984, -0.35452, 0.37027
78, 1737991824012, 0.26205, 2.71395, 9.66705, 3.48215, -0.29149, 0.29937
79, 1737991824023, 0.255, 2.72595, 9.399, 3.9706, -0.92175, 0.01576
80, 1737991824034, 0.255, 2.72595, 9.399, 4.25421, -1.552, -0.25998
81, 1737991824045, 0.288, 2.71905, 9.435, 4.60085, -1.96954, -0.6854
82, 1737991824057, 0.31395, 2.75295, 9.387, 4.45904, -1.96954, -0.96114
83, 1737991824067, 0.31395, 2.75295, 9.387, 4.18331, -1.82774, -1.24475
84, 1737991824078, 0.22095, 2.72895, 9.423, 4.0415, -1.89864, -1.52049
85, 1737991824095, 0.22095, 2.72895, 9.423, 4.32512, -1.41019, -1.24475
86, 1737991824102, 0.231, 2.69805, 9.58095, 4.88447, -0.98477, -0.96114
87, 1737991824110, 0.231, 2.69805, 9.58095, 5.93226, -0.85084, -0.81933
88, 1737991824121, 0.23505, 2.71005, 9.55005, 7.26367, -1.05567, -0.54359
89, 1737991824133, 0.24495, 2.772, 9.57105, 9.85559, -0.56723, -0.18908
90, 1737991824145, 0.24495, 2.772, 9.57105, 11.53364, -0.63813, 0.01576
91, 1737991824155, 0.21105, 2.82705, 9.29805, 12.36873, -0.70904, 0.01576
92, 1737991824172, 0.21105, 2.82705, 9.29805, 11.46274, -1.41019, -0.05515
93, 1737991824178, 0.24, 2.88195, 9.10905, 10.13133, -2.04045, -0.05515
94, 1737991824188, 0.24, 2.88195, 9.10905, 8.72901, -2.52889, -0.11817
95, 1737991824199, 0.231, 2.88705, 9.18795, 7.12187, -2.80463, -0.11817
96, 1737991824211, 0.28995, 2.856, 9.49005, 5.93226, -1.05567, 0.22847
97, 1737991824222, 0.28995, 2.856, 9.49005, 6.21588, 0.33876, 0.01576
98, 1737991824239, 0.30495, 2.89605, 9.516, 7.33458, 0.96901, -0.54359
99, 1737991824246, 0.30495, 2.89605, 9.516, 8.03573, 1.03992, -0.81933
100, 1737991824255, 0.23295, 2.90595, 9.37005, 8.31147, 0.69328, -0.6145
101, 1737991824265, 0.23295, 2.90595, 9.37005, 8.38237, 0.27574, -0.33088
102, 1737991824277, 0.25695, 2.95605, 9.162, 7.75212, -0.22059, -0.25998
103, 1737991824293, 0.28995, 2.99205, 8.994, 6.63342, -0.56723, -0.54359
104, 1737991824300, 0.28995, 2.99205, 8.994, 4.32512, -0.35452, -0.6854
105, 1737991824311, 0.25695, 3.03105, 9.23595, 3.19854, 0.83509, -0.6145
106, 1737991824322, 0.25695, 3.03105, 9.23595, 2.57616, 1.81198, -0.18908
107, 1737991824339, 0.23805, 2.92995, 9.186, 1.52049, 1.88288, -0.11817
108, 1737991824346, 0.23805, 2.92995, 9.186, 0.6145, 1.59927, -0.11817
109, 1737991824355, 0.147, 2.94405, 9.10905, -0.64601, 0.96901, 0.37027
110, 1737991824366, 0.147, 2.94405, 9.10905, -1.97742, 0.48057, 1.00053
111, 1737991824382, 0.192, 2.98305, 9.162, -3.72637, 0.06303, 1.41807
112, 1737991824389, 0.28305, 2.98695, 9.22905, -4.35663, -0.14969, 1.41807
113, 1737991824399, 0.28305, 2.98695, 9.22905, -4.56934, -0.07878, 1.34717
114, 1737991824409, 0.29505, 2.94, 9.32895, -4.42753, -0.35452, 1.34717
115, 1737991824421, 0.29505, 2.94, 9.32895, -4.64024, -1.41019, 1.41807
116, 1737991824436, 0.29805, 2.949, 9.15495, -5.3414, -1.82774, 1.55988
117, 1737991824443, 0.29805, 2.949, 9.15495, -6.24739, -2.11135, 1.55988
118, 1737991824455, 0.36495, 3.009, 9.17805, -7.78363, -1.33929, 1.55988
119, 1737991824469, 0.465, 2.99895, 9.255, -8.48479, -1.05567, 1.55988
120, 1737991824476, 0.465, 2.99895, 9.255, -8.98111, -1.19748, 1.27626
121, 1737991824487, 0.369, 2.89395, 9.57405, -8.27996, -0.42542, 1.20536
122, 1737991824499, 0.369, 2.89395, 9.57405, -7.36609, 1.03992, 1.34717
123, 1737991824510, 0.31695, 2.76705, 9.681, -6.3892, 2.71797, 1.48897
124, 1737991824526, 0.28605, 2.74995, 9.75105, -4.28572, 3.14339, 1.83561
125, 1737991824534, 0.28605, 2.74995, 9.75105, -2.89129, 3.14339, 2.11923
126, 1737991824543, 0.31395, 2.80305, 9.44205, -2.04832, 3.41913, 2.26103
127, 1737991824553, 0.31395, 2.80305, 9.44205, -2.32406, 3.91545, 2.26103
128, 1737991824565, 0.348, 2.88, 9.28395, -4.21482, 6.29466, 2.53677
129, 1737991824580, 0.348, 2.88, 9.28395, -6.03468, 7.61819, 2.74948
130, 1737991824587, 0.20895, 2.82, 9.28095, -7.78363, 7.68909, 3.09612
131, 1737991824597, 0.18, 2.724, 9.255, -9.61137, 6.6413, 3.65547
132, 1737991824609, 0.18, 2.724, 9.255, -10.23374, 5.73531, 4.21482
133, 1737991824620, 0.147, 2.69505, 9.35805, -10.23374, 4.12028, 4.78205
134, 1737991824639, 0.147, 2.69505, 9.35805, -9.04414, 3.21429, 4.91598
135, 1737991824644, 0.28605, 2.772, 9.40395, -8.13815, 3.49003, 4.56934
136, 1737991824653, 0.28605, 2.772, 9.40395, -7.5079, 3.56093, 3.86818
137, 1737991824664, 0.372, 2.91795, 9.17595, -7.5079, 3.00158, 2.67858
138, 1737991824679, 0.40995, 2.952, 9.32205, -7.72061, 2.44223, 0.15756
139, 1737991824693, 0.26895, 2.793, 9.73905, -6.94855, 0.69328, -2.8519
140, 1737991824707, 0.26895, 2.793, 9.73905, -5.19959, 0.69328, -3.55305
141, 1737991824722, 0.26895, 2.793, 9.73905, 1.52049, 3.56093, -4.18331
142, 1737991824737, 0.24705, 2.69505, 10.26105, 7.89393, 2.09559, -4.67175
143, 1737991824759, 0.38895, 2.67105, 10.13895, 16.36296, 1.95379, -6.42071
144, 1737991824776, 0.3, 2.595, 9.96105, 21.60982, 0.96901, -8.02785
145, 1737991824794, 0.27405, 2.70705, 9.777, 28.05416, -1.12658, -10.34404
146, 1737991824812, 0.14895, 2.73405, 9.396, 29.17286, 1.11082, -10.97429
147, 1737991824826, 0.372, 2.808, 9.16395, 27.06939, 6.08195, -11.17912
148, 1737991824843, 0.372, 2.808, 9.16395, 23.98903, 10.62765, -12.65234
149, 1737991824861, 0.22095, 2.95395, 9.222, 19.78996, 15.03943, -12.36873
150, 1737991824876, -0.099, 2.98305, 8.769, 13.3535, 14.62188, -9.71378
151, 1737991824895, -0.38805, 2.952, 8.48895, 2.63919, 12.10087, -4.67175
152, 1737991824910, -0.35295, 3.06195, 8.637, -5.3414, 11.75423, -1.66229
153, 1737991824929, -0.35295, 3.06195, 8.637, -13.66862, 11.95906, 0.71691
154, 1737991824944, -0.24195, 3.14805, 8.616, -18.28523, 9.9974, 1.41807
155, 1737991824959, -0.17805, 3.10995, 8.946, -20.87715, 7.97271, 1.97742
156, 1737991824977, -0.219, 3.13605, 9.396, -20.10509, 7.27155, 2.32406
157, 1737991824994, -0.123, 3.08295, 9.708, -14.57461, 3.84455, 1.41807
158, 1737991825010, -0.19005, 3.00705, 9.99, -7.5788, 0.20483, -0.05515
159, 1737991825027, -0.19005, 3.00705, 9.99, -0.37027, -0.98477, -0.33088
160, 1737991825043, -0.24705, 3.02595, 10.12695, 6.14497, -1.19748, -0.74843
161, 1737991825060, -0.228, 2.93505, 9.78705, 6.63342, 2.02469, -0.47269
162, 1737991825076, -0.16305, 2.904, 9.49695, 4.52995, 5.16808, -0.18908
163, 1737991825093, -0.11805, 2.94705, 9.42, 2.57616, 6.42859, -0.33088
164, 1737991825110, -0.06795, 2.841, 9.64995, 4.60085, 6.35768, -1.875
165, 1737991825128, -0.159, 2.83905, 9.63795, 8.31147, 5.72743, -3.13551
166, 1737991825139, -0.159, 2.83905, 9.63795, 10.97429, 5.79833, -3.41125
167, 1737991825160, -0.24495, 2.76705, 9.22605, 10.48584, 5.5226, -2.07984
168, 1737991825178, -0.28095, 2.772, 9.00105, 7.12187, 7.27155, 0.15756
169, 1737991825194, -0.28095, 2.904, 8.75505, 3.41125, 7.61819, 0.71691
170, 1737991825205, -0.28305, 2.96805, 8.82705, 0.47269, 7.8309, 1.27626
171, 1737991825227, -0.288, 3.01395, 8.973, -1.41807, 8.39025, 1.48897
172, 1737991825243, -0.26895, 3.105, 9.25005, -1.41807, 8.24844, 1.70168
173, 1737991825259, -0.207, 3.17895, 9.471, -0.64601, 9.36714, 1.70168
174, 1737991825276, -0.207, 3.17895, 9.471, 0.33088, 10.21011, 1.70168
175, 1737991825288, -0.37695, 3.08595, 9.47805, 0.6854, 9.9974, 2.46587
176, 1737991825310, -0.429, 3.10695, 9.22395, -0.22847, 7.8309, 3.65547
177, 1737991825327, -0.38595, 3.13095, 9.32895, -0.5042, 8.17754, 4.1518
178, 1737991825343, -0.44805, 3.114, 9.645, 0.74843, 10.21011, 5.05779
179, 1737991825358, -0.40305, 3.03105, 9.837, 5.30201, 15.59878, 6.4601
180, 1737991825375, -0.408, 3.117, 9.74595, 9.15443, 19.86874, 6.80674
181, 1737991825392, -0.49905, 3.21195, 9.37005, 12.72324, 23.16182, 7.36609
182, 1737991825408, -0.49905, 3.21195, 9.37005, 13.62923, 19.10456, 5.68804
183, 1737991825421, -0.73095, 3.21705, 7.72305, -0.92962, 19.30939, 1.13446
184, 1737991825440, -0.55395, 3.282, 7.78305, -13.87346, 5.6644, -3.41125
185, 1737991825452, -1.30605, 3.04695, 9.72195, -17.23744, -3.50579, -2.36345
186, 1737991825473, -1.25805, 3.16905, 10.07595, -6.10558, -20.86927, -1.03204
187, 1737991825490, -0.975, 2.829, 8.85, -1.34717, -26.18704, -3.34034
